id,content,label1,category1,target1,label2,category2,target2,label3,category3,target3,true_label,true_category,true_target,pred_label,pred_category,pred_target,pred_background,pred_logic,true_background,true_logic,label_score,category_score,target_score,background_score,logic_score,total_score
11,李渊无大儿，世民无长兄。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1,NR,GF,该笑话关联唐朝玄武门之变，李世民为争夺皇位，在玄武门杀死兄长李建成（李渊长子）,通过违背事实的表述（李渊本有长子李建成、李世民本有长兄李建成），暗指李建成因李世民的谋杀而亡，以看似矛盾的结果讽刺玄武门之变中李世民杀害兄长的史实，形成讽刺性笑点,这个笑话的核心梗关联了中国唐朝初期的“玄武门之变”。历史上，李建成是唐高祖李渊的长子和太子，也是秦王李世民的长兄。然而，李世民于公元626年发动玄武门之变，伏杀了自己的长兄李建成和四弟李元吉，清除了登基的一切障碍，随后李渊被迫退位，李世民继位成为唐太宗。,这个笑话的笑点在于其黑色幽默和反讽。表面上，“李渊无大儿，世民无长兄”这句话听起来像是一个历史错误，但在了解“玄武门之变”的背景后，它就变得充满深意。幽默逻辑在于，李世民通过残忍的手段杀害了李建成和李元吉，从而在政治上“抹去”了他们的存在及其皇位继承权。笑话以一种轻描淡写、近乎荒诞的方式，暗示了暴力如何能改写历史和家族关系，将血腥的权力斗争包装成一种“不存在”的假象，从而产生一种冷峻而讽刺的幽默感。笑点依赖于听众对这段历史事件的了解，通过对已知事实的颠覆性陈述来制造反差。,0,0,0,3,3,6
12,韩非胜酒力，元让眼迷离。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1,NR,IS,韩非为战国末期法家代表人物，入秦后被李斯陷害饮毒酒自尽；夏侯惇（字元让）为三国时期曹魏将领，作战时被箭射伤左眼，留有“拔矢啖睛”的典故,通过反讽与人物特征错位制造笑点：韩非实际因饮毒酒而死，却用“胜酒力”（酒量好）反讽其被害结局，形成反差；夏侯惇因独眼导致视觉状态异常，对应“眼迷离”的描述，以对仗句式将两人悲惨遭遇用文雅表述包装，反差感和双关性产生幽默效果,这个笑话关联了两位中国历史上的著名人物及其典故：1. 韩非：战国末期法家思想的集大成者，以其深刻的政治哲学和严谨的思辨能力闻名，历史上并无其善饮的记载。2. 元让（即夏侯惇）：三国时期曹魏名将，其最著名的典故是在战场上被流矢射中左眼，他拔箭后竟将自己的眼珠吞下，并喊出“父精母血，不可弃也”的豪言，此事件在民间广为流传，是其标志性特征。,这个笑话的笑点主要通过以下几点产生：1. 对仗与并列：笑话以对仗的形式呈现，将两个看似不相干的属性赋予两位历史人物，形成一种结构上的幽默感。2. 错位与反差：第一句“韩非胜酒力”是对韩非这一以智谋和法度著称的人物进行了一种出人意料的属性赋予（善饮），制造了错位感。3. 核心谐音/双关与黑色幽默：第二句“元让眼迷离”是笑点的核心。 '眼迷离' 通常形容人因醉酒或疲惫而眼神涣散、模糊不清。然而，当这个词语与以“失明/失去一只眼睛”而闻名的夏侯惇（元让）结合时，便产生了一种黑色幽默和语意上的扭曲。听者会联想到夏侯惇那只失去的眼睛，从而将“眼迷离”理解为并非因醉酒，而是因独眼或眼睛受伤而造成的视觉障碍或其独眼的状态，这种将常见语境下的描述嫁接到人物的生理缺陷上，形成了出人意料的幽默效果。,0,0,1,2,3,6
13,李斯识经纬，难辨太史是雌雄。,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1,NR,IS,李斯为秦朝丞相，以具备治理国家的才能著称；太史为古代掌管天文、历法等事务的官职,通过李斯拥有识经纬（治理国家）的大才能，却无法分辨太史性别的反差，形成幽默效果,这个笑话的核心是司马迁是阉人，其中“太史”，指的是中国古代的官职，如司马迁曾任太史令，负责记录历史、掌管天文等，李斯（李斯）是中国秦朝著名的丞相，以其智谋和法家思想闻名，“识经纬”则进一步强调了他的博学和智慧。,这个笑话的笑点主要通过对比产生。首先，它通过“李斯识经纬”极力塑造了一个极其聪明、有洞察力的历史人物形象。接着，笑点通过“难辨太史是雌雄”揭示，指李斯难以分辨司马迁的性别。这是对于司马迁的荒诞讽刺,0,0,1,2,3,6
14,躺在病床上无力地望着窗外的天空，我问护士：“爱情没了，亲情没了，友情没了，钱也没了，我是不是已经一无所有？“只见护士用包含爱心的眼神看着我并回答：“瞎说，怎么会一无所有，你不是还有病么……”,3,VO,IS,3,VO,GF,3,VO,GF,3,VO,GF,2,VO,GG,无特定真实历史事件、社会事件或文化典故关联，基于日常病房场景的虚构对话,通过错位回应制造幽默：病人倾诉失去爱情、亲情、友情和钱，期待安慰，而护士却将“病”作为其“还拥有”的事物回应，打破病人的心理预期，形成反差感，从而产生笑点,这个笑话的核心梗没有直接关联特定的真实历史事件或社会事件，而是普遍存在于人类文化中的一种幽默形式——黑色幽默（Black Humor）或称病态幽默（Gallows Humor）。它利用人们面对困境、痛苦、死亡或绝望时的荒谬感，通过将负面或悲剧性的内容以一种出乎意料的方式呈现，来达到一种独特的、通常是令人不安的幽默效果。它反映了人们在极端境遇下通过自嘲或嘲讽来应对痛苦的心理机制。,这个笑话的笑点主要来源于“预期违背”和“黑色幽默”的结合。首先，病人列举了爱情、亲情、友情和金钱的丧失，营造出一种极度悲惨和一无所有的氛围，听众通常会期待护士给出安慰、鼓励或指出病人还有生命、希望等积极的元素。然而，护士的回答“瞎说，怎么会一无所有，你不是还有病么……”却出乎意料地将“病”这个负面且令人痛苦的状态，当作病人“拥有”的最后“财产”。这种将负面事物视为“拥有”的荒谬逻辑，以及对传统安慰模式的颠覆，形成了强烈的反差和讽刺，从而产生了令人啼笑皆非的黑色幽默效果。护士“包含爱心的眼神”与其“残酷”的回答形成的反差，也进一步增强了幽默感。,1,1,0,2,3,7
15,"话说溥仪有一回去故宫参观，看见墙上有张照片写着""光绪帝""，溥仪指着照片说，这不是光绪帝，是醇亲王。""旁边的工作人员说:“我们是专门研究历史的，是你懂还是我懂？""溥仪笑笑说:″历史我是不懂，可是我爹我还是认识的。""",1,NR,IS,2,GS,GG,2,GS,GG,2,GS,GG,1,NR,IS,溥仪的亲生父亲是醇亲王载沣，光绪帝是载沣的兄长，该笑话关联了溥仪的真实身世背景,工作人员以历史研究者的身份自居，认为自己比溥仪更懂历史人物身份，而溥仪作为醇亲王的亲生儿子，最直接知晓父亲的样貌，用'我爹我还是认识的'形成专业知识与亲身经历的反差，从而产生幽默效果,这个笑话的核心梗关联了中国末代皇帝爱新觉罗·溥仪的真实身份和其家族关系。溥仪是载沣（醇亲王）的儿子，同时也是光绪帝的侄子（后被慈禧太后指定为光绪帝的继承人）。笑话利用了溥仪作为历史当事人，对其亲生父亲的辨识能力，与博物馆工作人员依赖书本或官方资料的“历史知识”形成对比。故宫在溥仪退位后成为博物馆，他本人也曾多次参观，这使得故事背景具有一定的真实性基础。,这个笑话的笑点主要来源于情境反讽和权威的颠覆。首先，工作人员作为“历史研究者”自信地驳斥了溥仪的纠正，形成了一种权威姿态。然而，溥仪的回答——“历史我是不懂，可是我爹我还是认识的”——以一种无可辩驳的个人经验和血缘关系，瞬间推翻了工作人员的“专业”权威。幽默感产生于这种对比：学术或官方的历史知识在面对当事人最直接、最私人化的认知（认出自己的父亲）时，显得荒谬且站不住脚，从而实现了对“专家”盲目自信的讽刺。,1,0,0,3,3,7
16,问：《肖申克的救赎》男主每天晚上不睡觉在那挖墙，连续20年身体受得了么。答：放心，人家就算是囚犯，下班可能比你还早，又不玩手机，提前睡会儿，后半夜开挖就行。,3,GS,GG,3,GS,GG,3,GS,GG,3,GS,GG,1,NR,GF,《肖申克的救赎》中男主安迪耗时20年挖墙越狱的经典情节，以及现代职场人普遍加班、熬夜玩手机导致作息紊乱的社会现象,将失去自由的囚犯的时间安排（被调侃为“下班早”“不玩手机能早睡”）与现实中职场人忙碌加班、熬夜玩手机的状态形成反差，通过这种错位对比调侃职场人的作息困境，从而产生幽默效果,这个笑话的核心梗关联了现代社会普遍存在的加班文化、工作压力以及智能手机成瘾等现象。它通过将电影《肖申克的救赎》中主角的作息与现代人的生活状态进行对比，影射了当代人因长时间工作和沉迷手机而导致的睡眠不足和时间管理困境。,"这个笑话的笑点主要来源于两方面：
1. 预期反转：提问者从生理角度关心电影主角的身体状况，但回答者却将关注点转移到现代人的生活习惯上，形成了一种幽默的反差。
2. 讽刺与共鸣：通过将一个囚犯的“作息”与现代上班族进行对比，并得出囚犯可能拥有更“优越”的休息条件（下班早，不玩手机），从而讽刺了现代社会普遍存在的过度工作和手机依赖问题，引发了受众的强烈共鸣和自嘲式幽默。",0,0,0,3,3,6
17,那天下班后，我在街上遇到一个大爷领着一个小男孩。过一个小摊时，小男孩缠着大爷给他买吃的：“爷爷，给我一块钱好不好，等我长大了赚了钱都给你。”爷爷逗他说：“那你给我多少啊?”小男孩想了想说：“我说了不算，要看老婆到时给我多少!”,2,VO,GG,2,GS,GG,2,GS,GG,2,GS,GG,1,NR,IS,社会中常见的妻子管理家庭经济的现象,小男孩以稚嫩的身份说出成年人世界里关于妻子管钱的话语，形成年龄与言论的反差，从而产生幽默效果,这个笑话的核心梗关联了亚洲社会（特别是中国文化）中普遍存在的关于婚姻关系和家庭财务管理的刻板印象和文化现象，即“妻管严”或“妻子掌握家庭财政大权”。这种观念认为已婚男性在个人财务支配上受到妻子的严格管理或较大影响，缺乏自主权。这不是一个具体的历史事件，而是一种广泛流传的社会观察和文化梗。,"笑话的幽默逻辑在于“预期违背”和“情境错位”。
1.  **预期违背**：当爷爷问小男孩长大后会给他多少钱时，听众通常会期待一个孩子气的、夸张的、或者天真的回答（比如“我给你很多很多钱！”或者一个具体的、不切实际的数字）。
2.  **情境错位/反差**：然而，小男孩的回答“我说了不算，要看老婆到时给我多少！”却引入了一个与他年龄和身份极不相符的、成人世界的、甚至带有些许“无奈”和“自嘲”色彩的婚姻现实。这种将成人世界的复杂现实和普遍认知（即“妻管严”的财务状况）嫁接到一个天真无邪的小男孩身上，形成了强烈的反差和错位感。
3.  **共鸣与讽刺**：这种反差引发了听众的幽默感，尤其是那些对“妻管严”现象有所了解或亲身经历的成年人，会觉得既出人意料又充满讽刺意味，从而产生会心一笑。",1,0,0,2,2,5
18,和老妈逛街，碰上小区阿姨，阿姨夸我说：“还是女儿好，就像贴心的小棉袄。“我妈瞅瞅我说到：“我咋觉得我这小棉袄里都是黑心棉呢！“,2,GS,IS,1,NR,GG,1,NR,GG,1,NR,GG,2,NR,IS,"""女儿是贴心小棉袄""是中国社会中形容女儿贴心孝顺的常见文化比喻，""黑心棉""是对劣质、不保暖棉花的俗称","通过将""贴心小棉袄""的预期与""黑心棉""的劣质属性形成强烈反差，老妈用调侃的方式表达对女儿并非那么贴心的吐槽，这种意外的反差产生了幽默效果",这个笑话的核心梗关联了两个重要的文化和社会概念。首先是中文语境中对女儿的传统美好比喻——“女儿是贴心的小棉袄”，寓意女儿对父母体贴入微，带来温暖和关怀。其次，它关联了“黑心棉”这一社会现象，指代使用劣质、不卫生甚至有害材料填充的棉制品，在特定时期内成为了一个广受社会关注的负面新闻和质量问题，象征着欺骗、低劣和潜在的危害。,这个笑话的笑点在于通过母亲的言语，对一个传统且正面的文化比喻进行了出人意料的颠覆和反转。当邻居以“贴心小棉袄”这一普遍的赞美来形容女儿时，母亲表面上沿用了“小棉袄”的比喻，但巧妙地将其内在品质从“贴心”替换为具有强烈负面含义的“黑心棉”。这种替换在听众的预期中制造了巨大的反差和错位，将女儿从温暖体贴的形象瞬间转变为可能带来麻烦或“不省心”的形象，通过对一个美好意象的戏谑性解构，产生了幽默效果。其核心逻辑是利用了文化共识（女儿是小棉袄）和负面社会认知（黑心棉）之间的反差来制造喜剧冲突。,1,1,0,3,3,8
19,军训开始的时候，教官不停地指挥我们左右转。解散的时候，一个哥们自言自语地说道：“一上午转来转去有什么用呀？“英俊潇洒的教官就说：“为了你们能够黑得均匀一点。“,1,NR,GG,1,NR,GG,1,NR,GG,1,NR,GG,1,NR,IG,军训是学生群体常见的集体训练活动，包含左右转等基础科目，户外暴晒导致晒黑是军训中的普遍现象,笑话利用预期反差产生幽默：学生质疑转体训练的用途，预期得到军事训练意义的回答，而教官却给出‘晒黑均匀’这一生活化、搞笑的非常规理由，打破预期形成笑点,这个笑话的核心梗关联了中国学生（尤其大学新生）普遍经历的“军训”文化。军训通常涉及长时间的户外队列训练和体能锻炼，学员们因长时间日晒而普遍会被晒黑或晒伤。因此，被晒黑是军训的常见副产品。此外，笑话也巧妙地结合了人们日常生活中对“晒黑”或“晒均匀”的关注，这在海滩度假或日常防晒中常见，但在此处被幽默地挪用。,笑话的笑点在于“期望的落差”和“目的的荒诞化”。学员和听众普遍预期教官会为反复的左右转操练给出军事训练相关的严肃理由（如培养纪律性、协调性、服从命令等）。然而，教官却出人意料地给出了一个与军事目的无关，反而带有戏谑和生活化色彩的理由——“为了你们能够黑得均匀一点”。这种将严肃的军事训练与日常的、带有美学或个人形象关注的“均匀晒黑”联系起来的荒诞解释，形成了强烈的反差和出乎意料的喜剧效果，从而引人发笑。,3,1,0,3,3,10
20,老师问：谁知道19世纪最畅销的商品是什么？一个黑人小孩举手：我我我！老师：答对了，那谁知道21世纪最畅销的商品是什么？一个中国小孩举手：我我我！老师：又答对了,4,VO,IG,3,GS,IG,3,GS,IG,3,GS,IG,4,GS,IG,API Response Error: No JSON found,API Response Error: No JSON found,这个笑话的核心梗关联了两个历史/社会背景：19世纪，它指向了非洲裔人口被贩卖和奴役的历史，将黑人视为可交易的“商品”；21世纪，它则影射了中国作为“世界工厂”的地位，以及对中国劳动力（或中国人本身）可能被视为全球市场中廉价“商品”的刻板印象和潜在剥削。,这个笑话的笑点建立在强烈的预期违背和黑色幽默之上。它通过提问“最畅销的商品”来引导听众思考物质产品，但随即通过黑人小孩和中国小孩的“我我我”的回答，将“商品”的概念残忍地转变为特定族群的人。这种将人非人化、商品化的设定，尤其是在老师肯定答案的情况下，制造出一种令人震惊和不安的讽刺，其幽默感来源于对历史创伤和现实剥削的极端扭曲和类比。,1,1,1,0,0,3
